Regional Economy,Statistic,Value,Year,Sustainable Development Goal,Country Code
Thailand,Prevalence of Stunting among Children under 5 Years of Age (%),16.3,2012,2.2.1,THA
Thailand,Prevalence of Malnutrition (Overweight) among Children under 5 Years of Age (%),10.9,2012,2.2.2,THA
Thailand,Prevalence of Malnutrition (Wasting) among Children under 5 Years of Age (%),6.7,2012,2.2.2,THA
Thailand,"Maternal Mortality Ratio (per 100,000 live births)",20,2015,3.1.1,THA
Thailand,Proportion of Births Attended by Skilled Health Personnel (%),99.6,2012,3.1.2,THA
Thailand,"Infant Mortality Rate (per 1,000 live births)",10.5,2015,3.2.1,THA
Thailand,"Under-5 Mortality Rate (per 1,000 live births)",12.3,2015,3.2.1,THA
Thailand,"Neonatal Mortality Rate (per 1,000 live births)",6.7,2015,3.2.2,THA
Thailand,"Number of New HIV Infections (per 1,000 uninfected population)",0.11,2015,3.3.1,THA
Thailand,"Tuberculosis Incidence (per 100,000 population)",172,2015,3.3.2,THA
Thailand,"Incidence of Malaria (per 1,000 population)",6.48,2013,3.3.3,THA
Thailand,"Mortality Rate Attributed to Cardiovascular Disease, Cancer, Diabetes, or Chronic Respiratory Disease (%)",16.16,2012,3.4.1,THA
Thailand,"Death Rate due to Road Traffic Injuries (per 100,000 population)",36.2,2013,3.6.1,THA
Thailand,Proportion of Women Married or in a Union of Reproductive Age (Aged 15-49 years) Who Have Their Need for Family Planning Satisfied with Modern Methods (%),89.2,2012,3.7.1,THA
Thailand,"Adolescent Birthrate (Aged 15-19 Years) per 1,000 Women in That Age Group (%)",60,2012,3.7.2,THA
Thailand,"Mortality Rate Attributed to Household and Ambient Air Pollution (per 100,000 population)",64,2012,3.9.1,THA
Thailand,"Mortality Rate Attributed to Unsafe Water, Unsafe Sanitation, and Lack of Hygiene (per 100,000 population)",1.86,2012,3.9.2,THA
Thailand,"Participation Rate in Organized Learning (1 year before the official primary entry age), Female (%)",85.31,2015,4.2.2,THA
Thailand,"Participation Rate in Organized Learning (1 year before the official primary entry age), Male (%)",98.09,2015,4.2.2,THA
Thailand,"Participation Rate in Organized Learning (1 year before the official primary entry age), Total (%)",91.88,2015,4.2.2,THA
Thailand,"Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training, Lower Secondary",100,2015,4.c.1,THA
Thailand,"Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training, Preprimary",,,4.c.1,THA
Thailand,"Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training, Primary",100,2015,4.c.1,THA
Thailand,"Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training, Upper Secondary",100,2015,4.c.1,THA
Thailand,Proportion of Seats Held by Women in National Parliaments (%),4.8,2016,5.5.1,THA
Thailand,"Proportion of Population Using Improved Drinking Water Sources, Rural (%)",97.99,2015,6.1.1,THA
Thailand,"Proportion of Population Using Improved Drinking Water Sources, Total (%)",97.81,2015,6.1.1,THA
Thailand,"Proportion of Population Using Improved Drinking Water Sources, Urban (%)",97.64,2015,6.1.1,THA
Thailand,"Proportion of Population Using Improved Sanitation Facilities, Rural (%)",96.08,2015,6.2.1,THA
Thailand,"Proportion of Population Using Improved Sanitation Facilities, Total (%)",92.97,2015,6.2.1,THA
Thailand,"Proportion of Population Using Improved Sanitation Facilities, Urban (%)",89.92,2015,6.2.1,THA
Thailand,Proportion of Population with Access to Electricity (%),100,2014,7.1.1,THA
Thailand,Renewal Energy Share in the Total Final Energy Consumption (%),23.59,2014,7.2.1,THA
Thailand,"Number of ATMs (per 100,000 adults)",113.54,2015,8.10.1,THA
Thailand,"Number of Commercial Bank Branches (per 100,000 adults)",12.62,2015,8.10.1,THA
Thailand,Proportion of Adults (15 Years and Older) with an Account at a Bank or Other Financial Institution or with a Mobile-Money-Service Provider (%),82.34,2014,8.10.2,THA
Thailand,Annual Growth Rate of Real GDP per Employed Person (%),2.83,2015,8.2.1,THA
Thailand,"Unemployment Rate, Female (%)",0.2,2015,8.5.2,THA
Thailand,"Unemployment Rate, Male (%)",0.2,2015,8.5.2,THA
Thailand,"Unemployment Rate, Total (%)",0.2,2015,8.5.2,THA
Thailand,"Proportion of Youth (Aged 15-24 Years) Not in Education, Employment, or Training, Female (%)",18.51,2014,8.6.1,THA
Thailand,"Proportion of Youth (Aged 15-24 Years) Not in Education, Employment, or Training, Male (%)",9.18,2014,8.6.1,THA
Thailand,"Proportion of Youth (Aged 15-24 Years) Not in Education, Employment, or Training, Total (%)",13.81,2014,8.6.1,THA
Thailand,"CO2 Emissions, Million Metric Tons",243.52,2014,9.4.1,THA
Thailand,"CO2 Emissions, Per Unit of GDP (PPP)",0.24,2014,9.4.1,THA
Thailand,Total Official Flows for Infrastructure (constant 2014 $ million),168.04,2015,9.a.1,THA
Thailand,"Proportion of Population Covered by Mobile Network, 2G (%)",97,2015,9.c.1,THA
Thailand,"Proportion of Population Covered by Mobile Network, 3G (%)",97,2015,9.c.1,THA
Thailand,"Proportion of Population Covered by Mobile Network, LTE/WiMAX (%)",21,2015,9.c.1,THA
Thailand,Annual Change in Money Supply (%),4.19,2016,,THA
Thailand,"Central Government Finance, Expenditures (% of GDP)",19.05,2016,,THA
Thailand,"Central Government Finance, Fiscal Balance (% of  GDP)",-2.66,2016,,THA
Thailand,"Central Government Finance, Revenues (% of GDP)",16.79,2016,,THA
Thailand,Current Account Balance (% of GDP),11.41,2016,,THA
Thailand,"External Debt, Total Outstanding (% of GNI)",33.83,2015,,THA
Thailand,"External Debt, Total Outstanding ($ million)",131427.36,2015,,THA
Thailand,Gross Domestic Investment (% of GDP),22.01,2016,,THA
Thailand,Gross Domestic Product (GDP) Annual Growth Rate (%),2.94,2015,,THA
Thailand,Gross Domestic Product (GDP) Annual Growth Rate (%),3.23,2016,,THA
Thailand,Gross International Reserves ($ million),171853.24,2016,,THA
Thailand,Growth Rate of Merchandise Exports (%),0.01,2016,,THA
Thailand,Growth Rate of Merchandise Imports (%),-4.75,2016,,THA
Thailand,Inflation Rate (%),0.19,2016,,THA
Thailand,"Per Capita Gross National Income (GNI), Atlas Method (%)",5720,2015,,THA
Thailand,Trade Balance (% of GDP),8.79,2016,,THA
Thailand,"Value Added, Agriculture Annual Growth Rate (%)",0.62,2016,,THA
Thailand,"Value Added, Industry Annual Growth Rate (%)",2.04,2016,,THA
Thailand,"Value Added, Services Annual Growth Rate (%)",4.66,2016,,THA
Timor-Leste,"Age Dependency Ratio (Number of persons aged <15 and >= 65 to Number of persons aged 15-64 years, %)",92.27,2015,,TLS
Timor-Leste,Average Annual Population Growth Rate (%),2.11,2011-2016,,TLS
Timor-Leste,Gini Index (%),,,,TLS
Timor-Leste,"Land, Total Surface Area ('000  km2)",14.87,,,TLS
Timor-Leste,Population Density (persons per km2 of total surface area),81.28,2016,,TLS
Timor-Leste,Total Fertility Rate (births per woman),5.62,2015,,TLS
Timor-Leste,Total Population (million),1.21,2016,,TLS
Timor-Leste,"Proportion of Employed Population below $1.90 Purchasing Power Parity (PPP) a day, Female (%)",,,1.1.1,TLS
Timor-Leste,"Proportion of Employed Population below $1.90 Purchasing Power Parity (PPP) a day, Male (%)",,,1.1.1,TLS
Timor-Leste,"Proportion of Employed Population below $1.90 Purchasing Power Parity (PPP) a day, Total (%)",,,1.1.1,TLS
Timor-Leste,Proportion of Population below $1.90 Purchasing Power Parity (%),,,1.1.1,TLS
Timor-Leste,Proportion of Population Living below the National Poverty Line (%),41.8,2014,1.2.1,TLS
Timor-Leste,Growth Rates of Household Expenditure or Income per Capita (%),,,10.1.1,TLS
Timor-Leste,Growth Rates of Household Expenditure or Income per Capita among the Bottom 40% of the Population (%),,,10.1.1,TLS
Timor-Leste,Proportion of Urban Population Living in Slums (%),,,11.1.1,TLS
Timor-Leste,Average Annual Mean of Particulate Matter of 2.5 Microns in Diameter or Smaller (PM2.5) Concentration Levels in Urban Areas (migrogram/m3) (%),15,2014,11.6.2,TLS
Timor-Leste,"Material Footprint, Million Metric Tons",,,12.2.1,TLS
Timor-Leste,"Material Footprint, Per Capita",,,12.2.1,TLS
Timor-Leste,"Domestic Material Consumption, Million Metric Tons",7.99,2010,12.2.2,TLS
Timor-Leste,"Domestic Material Consumption, Per Capita",7.4,2010,12.2.2,TLS
Timor-Leste,Coverage of Protected Areas in Relation to Marine Areas (%),7.69,2016,14.5.1,TLS
Timor-Leste,Forest Area as a Proportion of Total Land Area (%),46.13,2015,15.1.1,TLS
Timor-Leste,Proportion of Children under 5 Years of Age Whose Births Have Been Registered with a Civil Authority (%),55.2,2010,16.9.1,TLS
Timor-Leste,Volume of Remittances in US Dollars as a Proportion of Total GDP (%),4.27,2015,17.3.2,TLS
Timor-Leste,Debt Service as a Percentage of Exports of Goods and Services (%),,,17.4.1,TLS
Timor-Leste,Fixed Broadband Subscriptions (per 100 inhabitants),0.09,2015,17.6.2,TLS
Timor-Leste,Proportion of Individuals Using the Internet (%),13.4,2015,17.8.1,TLS
Timor-Leste,Prevalence of Undernourishment (%),26.9,2014-2016,2.1.1,TLS
Timor-Leste,Prevalence of Stunting among Children under 5 Years of Age (%),50.2,2013,2.2.1,TLS
Timor-Leste,Prevalence of Malnutrition (Overweight) among Children under 5 Years of Age (%),1.5,2013,2.2.2,TLS
Timor-Leste,Prevalence of Malnutrition (Wasting) among Children under 5 Years of Age (%),11,2013,2.2.2,TLS
Timor-Leste,"Maternal Mortality Ratio (per 100,000 live births)",215,2015,3.1.1,TLS
Timor-Leste,Proportion of Births Attended by Skilled Health Personnel (%),29.3,2010,3.1.2,TLS
Timor-Leste,"Infant Mortality Rate (per 1,000 live births)",44.7,2015,3.2.1,TLS
Timor-Leste,"Under-5 Mortality Rate (per 1,000 live births)",52.6,2015,3.2.1,TLS
Timor-Leste,"Neonatal Mortality Rate (per 1,000 live births)",22.3,2015,3.2.2,TLS
Timor-Leste,"Number of New HIV Infections (per 1,000 uninfected population)",,,3.3.1,TLS
Timor-Leste,"Tuberculosis Incidence (per 100,000 population)",498,2015,3.3.2,TLS
Timor-Leste,"Incidence of Malaria (per 1,000 population)",89.69,2013,3.3.3,TLS
Timor-Leste,"Mortality Rate Attributed to Cardiovascular Disease, Cancer, Diabetes, or Chronic Respiratory Disease (%)",23.75,2012,3.4.1,TLS
Timor-Leste,"Death Rate due to Road Traffic Injuries (per 100,000 population)",16.6,2013,3.6.1,TLS
Timor-Leste,Proportion of Women Married or in a Union of Reproductive Age (Aged 15-49 years) Who Have Their Need for Family Planning Satisfied with Modern Methods (%),38.3,2010,3.7.1,TLS
Timor-Leste,"Adolescent Birthrate (Aged 15-19 Years) per 1,000 Women in That Age Group (%)",,,3.7.2,TLS
Timor-Leste,"Mortality Rate Attributed to Household and Ambient Air Pollution (per 100,000 population)",91.6,2012,3.9.1,TLS
Timor-Leste,"Mortality Rate Attributed to Unsafe Water, Unsafe Sanitation, and Lack of Hygiene (per 100,000 population)",10.31,2012,3.9.2,TLS
Timor-Leste,"Participation Rate in Organized Learning (1 year before the official primary entry age), Female (%)",77.36,2015,4.2.2,TLS
Timor-Leste,"Participation Rate in Organized Learning (1 year before the official primary entry age), Male (%)",69.18,2015,4.2.2,TLS
Timor-Leste,"Participation Rate in Organized Learning (1 year before the official primary entry age), Total (%)",73.17,2015,4.2.2,TLS
Timor-Leste,"Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training, Lower Secondary",,,4.c.1,TLS
Timor-Leste,"Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training, Preprimary",,,4.c.1,TLS
Timor-Leste,"Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training, Primary",,,4.c.1,TLS
Timor-Leste,"Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training, Upper Secondary",,,4.c.1,TLS
Timor-Leste,Proportion of Seats Held by Women in National Parliaments (%),38.5,2016,5.5.1,TLS
Timor-Leste,"Proportion of Population Using Improved Drinking Water Sources, Rural (%)",60.52,2015,6.1.1,TLS
Timor-Leste,"Proportion of Population Using Improved Drinking Water Sources, Total (%)",71.9,2015,6.1.1,TLS
Timor-Leste,"Proportion of Population Using Improved Drinking Water Sources, Urban (%)",95.24,2015,6.1.1,TLS
Timor-Leste,"Proportion of Population Using Improved Sanitation Facilities, Rural (%)",26.8,2015,6.2.1,TLS
Timor-Leste,"Proportion of Population Using Improved Sanitation Facilities, Total (%)",40.63,2015,6.2.1,TLS
Timor-Leste,"Proportion of Population Using Improved Sanitation Facilities, Urban (%)",69,2015,6.2.1,TLS
Timor-Leste,Proportion of Population with Access to Electricity (%),45.38,2014,7.1.1,TLS
Timor-Leste,Renewal Energy Share in the Total Final Energy Consumption (%),19,2014,7.2.1,TLS
Timor-Leste,"Number of ATMs (per 100,000 adults)",6.69,2015,8.10.1,TLS
Timor-Leste,"Number of Commercial Bank Branches (per 100,000 adults)",5.02,2015,8.10.1,TLS
Timor-Leste,Proportion of Adults (15 Years and Older) with an Account at a Bank or Other Financial Institution or with a Mobile-Money-Service Provider (%),,,8.10.2,TLS
Timor-Leste,Annual Growth Rate of Real GDP per Employed Person (%),,,8.2.1,TLS
Timor-Leste,"Unemployment Rate, Female (%)",4.8,2010,8.5.2,TLS
Timor-Leste,"Unemployment Rate, Male (%)",2.8,2010,8.5.2,TLS
Timor-Leste,"Unemployment Rate, Total (%)",3.1,2010,8.5.2,TLS
Timor-Leste,"Proportion of Youth (Aged 15-24 Years) Not in Education, Employment, or Training, Female (%)",,,8.6.1,TLS
Timor-Leste,"Proportion of Youth (Aged 15-24 Years) Not in Education, Employment, or Training, Male (%)",,,8.6.1,TLS
Timor-Leste,"Proportion of Youth (Aged 15-24 Years) Not in Education, Employment, or Training, Total (%)",,,8.6.1,TLS
Timor-Leste,"CO2 Emissions, Million Metric Tons",,,9.4.1,TLS
Timor-Leste,"CO2 Emissions, Per Unit of GDP (PPP)",,,9.4.1,TLS
Timor-Leste,Total Official Flows for Infrastructure (constant 2014 $ million),69.31,2015,9.a.1,TLS
Timor-Leste,"Proportion of Population Covered by Mobile Network, 2G (%)",96,2015,9.c.1,TLS
Timor-Leste,"Proportion of Population Covered by Mobile Network, 3G (%)",96,2015,9.c.1,TLS
Timor-Leste,"Proportion of Population Covered by Mobile Network, LTE/WiMAX (%)",,,9.c.1,TLS
Timor-Leste,Annual Change in Money Supply (%),2.58,2016,,TLS
Timor-Leste,"Central Government Finance, Expenditures (% of GDP)",120.46,2016,,TLS
Timor-Leste,"Central Government Finance, Fiscal Balance (% of  GDP)",-35.19,2016,,TLS
Timor-Leste,"Central Government Finance, Revenues (% of GDP)",85.27,2016,,TLS
Timor-Leste,Current Account Balance (% of GDP),-49.92,2016,,TLS
Timor-Leste,"External Debt, Total Outstanding (% of GNI)",1.69,2015,,TLS
Timor-Leste,"External Debt, Total Outstanding ($ million)",45.87,2015,,TLS
Timor-Leste,Gross Domestic Investment (% of GDP),30.71,2016,,TLS
Timor-Leste,Gross Domestic Product (GDP) Annual Growth Rate (%),3.5,2015,,TLS
Timor-Leste,Gross Domestic Product (GDP) Annual Growth Rate (%),5.4,2016,,TLS
Timor-Leste,Gross International Reserves ($ million),,,,TLS
Timor-Leste,Growth Rate of Merchandise Exports (%),11.06,2016,,TLS
Timor-Leste,Growth Rate of Merchandise Imports (%),-14.44,2016,,TLS
Timor-Leste,Inflation Rate (%),-1.43,2016,,TLS
Timor-Leste,"Per Capita Gross National Income (GNI), Atlas Method (%)",2290,2015,,TLS
Timor-Leste,Trade Balance (% of GDP),-35.57,2016,,TLS
Timor-Leste,"Value Added, Agriculture Annual Growth Rate (%)",-2.5,2014,,TLS
Timor-Leste,"Value Added, Industry Annual Growth Rate (%)",15.81,2014,,TLS
Timor-Leste,"Value Added, Services Annual Growth Rate (%)",-0.86,2013,,TLS
Tonga,"Age Dependency Ratio (Number of persons aged <15 and >= 65 to Number of persons aged 15-64 years, %)",74.33,2015,,TON
Tonga,Average Annual Population Growth Rate (%),0.02,2011-2016,,TON
Tonga,Gini Index (%),38.1,2009,,TON
Tonga,"Land, Total Surface Area ('000  km2)",0.75,,,TON
Tonga,Population Density (persons per km2 of total surface area),137.59,2016,,TON
Tonga,Total Fertility Rate (births per woman),3.68,2015,,TON
Tonga,Total Population (million),0.1,2016,,TON
Tonga,"Proportion of Employed Population below $1.90 Purchasing Power Parity (PPP) a day, Female (%)",,,1.1.1,TON
Tonga,"Proportion of Employed Population below $1.90 Purchasing Power Parity (PPP) a day, Male (%)",,,1.1.1,TON
Tonga,"Proportion of Employed Population below $1.90 Purchasing Power Parity (PPP) a day, Total (%)",,,1.1.1,TON
Tonga,Proportion of Population below $1.90 Purchasing Power Parity (%),1.09,2010,1.1.1,TON
Tonga,Proportion of Population Living below the National Poverty Line (%),22.1,2015,1.2.1,TON
Tonga,Growth Rates of Household Expenditure or Income per Capita (%),,,10.1.1,TON
Tonga,Growth Rates of Household Expenditure or Income per Capita among the Bottom 40% of the Population (%),,,10.1.1,TON
Tonga,Proportion of Urban Population Living in Slums (%),,,11.1.1,TON
Tonga,Average Annual Mean of Particulate Matter of 2.5 Microns in Diameter or Smaller (PM2.5) Concentration Levels in Urban Areas (migrogram/m3) (%),,,11.6.2,TON
Tonga,"Material Footprint, Million Metric Tons",,,12.2.1,TON
Tonga,"Material Footprint, Per Capita",,,12.2.1,TON
Tonga,"Domestic Material Consumption, Million Metric Tons",0.77,2010,12.2.2,TON
Tonga,"Domestic Material Consumption, Per Capita",7.37,2010,12.2.2,TON
Tonga,Coverage of Protected Areas in Relation to Marine Areas (%),,,14.5.1,TON
Tonga,Forest Area as a Proportion of Total Land Area (%),12.5,2015,15.1.1,TON
Tonga,Proportion of Children under 5 Years of Age Whose Births Have Been Registered with a Civil Authority (%),93.4,2012,16.9.1,TON
Tonga,Volume of Remittances in US Dollars as a Proportion of Total GDP (%),27.03,2015,17.3.2,TON
Tonga,Debt Service as a Percentage of Exports of Goods and Services (%),20.24,2015,17.4.1,TON
Tonga,Fixed Broadband Subscriptions (per 100 inhabitants),2.31,2015,17.6.2,TON
Tonga,Proportion of Individuals Using the Internet (%),45,2015,17.8.1,TON
Tonga,Prevalence of Undernourishment (%),,,2.1.1,TON
Tonga,Prevalence of Stunting among Children under 5 Years of Age (%),8.1,2012,2.2.1,TON
Tonga,Prevalence of Malnutrition (Overweight) among Children under 5 Years of Age (%),17.3,2012,2.2.2,TON
Tonga,Prevalence of Malnutrition (Wasting) among Children under 5 Years of Age (%),5.2,2012,2.2.2,TON
Tonga,"Maternal Mortality Ratio (per 100,000 live births)",124,2015,3.1.1,TON
Tonga,Proportion of Births Attended by Skilled Health Personnel (%),97.9,2012,3.1.2,TON
Tonga,"Infant Mortality Rate (per 1,000 live births)",14.4,2015,3.2.1,TON
Tonga,"Under-5 Mortality Rate (per 1,000 live births)",16.7,2015,3.2.1,TON
Tonga,"Neonatal Mortality Rate (per 1,000 live births)",6.9,2015,3.2.2,TON
Tonga,"Number of New HIV Infections (per 1,000 uninfected population)",,,3.3.1,TON
Tonga,"Tuberculosis Incidence (per 100,000 population)",15,2015,3.3.2,TON
Tonga,"Incidence of Malaria (per 1,000 population)",,,3.3.3,TON
Tonga,"Mortality Rate Attributed to Cardiovascular Disease, Cancer, Diabetes, or Chronic Respiratory Disease (%)",,,3.4.1,TON
Tonga,"Death Rate due to Road Traffic Injuries (per 100,000 population)",7.6,2013,3.6.1,TON
Tonga,Proportion of Women Married or in a Union of Reproductive Age (Aged 15-49 years) Who Have Their Need for Family Planning Satisfied with Modern Methods (%),47.9,2012,3.7.1,TON
Tonga,"Adolescent Birthrate (Aged 15-19 Years) per 1,000 Women in That Age Group (%)",30,2011,3.7.2,TON
Tonga,"Mortality Rate Attributed to Household and Ambient Air Pollution (per 100,000 population)",27.6,2012,3.9.1,TON
Tonga,"Mortality Rate Attributed to Unsafe Water, Unsafe Sanitation, and Lack of Hygiene (per 100,000 population)",4.76,2012,3.9.2,TON
Tonga,"Participation Rate in Organized Learning (1 year before the official primary entry age), Female (%)",,,4.2.2,TON
Tonga,"Participation Rate in Organized Learning (1 year before the official primary entry age), Male (%)",,,4.2.2,TON
Tonga,"Participation Rate in Organized Learning (1 year before the official primary entry age), Total (%)",,,4.2.2,TON
Tonga,"Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training, Lower Secondary",,,4.c.1,TON
Tonga,"Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training, Preprimary",100,2012,4.c.1,TON
Tonga,"Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training, Primary",97.06,2014,4.c.1,TON
Tonga,"Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training, Upper Secondary",,,4.c.1,TON
Tonga,Proportion of Seats Held by Women in National Parliaments (%),3.8,2016,5.5.1,TON
Tonga,"Proportion of Population Using Improved Drinking Water Sources, Rural (%)",99.61,2015,6.1.1,TON
Tonga,"Proportion of Population Using Improved Drinking Water Sources, Total (%)",99.62,2015,6.1.1,TON
Tonga,"Proportion of Population Using Improved Drinking Water Sources, Urban (%)",99.67,2015,6.1.1,TON
Tonga,"Proportion of Population Using Improved Sanitation Facilities, Rural (%)",88.97,2015,6.2.1,TON
Tonga,"Proportion of Population Using Improved Sanitation Facilities, Total (%)",91.02,2015,6.2.1,TON
Tonga,"Proportion of Population Using Improved Sanitation Facilities, Urban (%)",97.61,2015,6.2.1,TON
Tonga,Proportion of Population with Access to Electricity (%),95.25,2014,7.1.1,TON
Tonga,Renewal Energy Share in the Total Final Energy Consumption (%),1.63,2014,7.2.1,TON
Tonga,"Number of ATMs (per 100,000 adults)",28.3,2015,8.10.1,TON
Tonga,"Number of Commercial Bank Branches (per 100,000 adults)",29.79,2015,8.10.1,TON
Tonga,Proportion of Adults (15 Years and Older) with an Account at a Bank or Other Financial Institution or with a Mobile-Money-Service Provider (%),,,8.10.2,TON
Tonga,Annual Growth Rate of Real GDP per Employed Person (%),,,8.2.1,TON
Tonga,"Unemployment Rate, Female (%)",,,8.5.2,TON
Tonga,"Unemployment Rate, Male (%)",,,8.5.2,TON
Tonga,"Unemployment Rate, Total (%)",,,8.5.2,TON
Tonga,"Proportion of Youth (Aged 15-24 Years) Not in Education, Employment, or Training, Female (%)",,,8.6.1,TON
Tonga,"Proportion of Youth (Aged 15-24 Years) Not in Education, Employment, or Training, Male (%)",,,8.6.1,TON
Tonga,"Proportion of Youth (Aged 15-24 Years) Not in Education, Employment, or Training, Total (%)",,,8.6.1,TON
Tonga,"CO2 Emissions, Million Metric Tons",,,9.4.1,TON
Tonga,"CO2 Emissions, Per Unit of GDP (PPP)",,,9.4.1,TON
Tonga,Total Official Flows for Infrastructure (constant 2014 $ million),26.82,2015,9.a.1,TON
Tonga,"Proportion of Population Covered by Mobile Network, 2G (%)",92,2015,9.c.1,TON
Tonga,"Proportion of Population Covered by Mobile Network, 3G (%)",70,2015,9.c.1,TON
Tonga,"Proportion of Population Covered by Mobile Network, LTE/WiMAX (%)",0,2015,9.c.1,TON
Tonga,Annual Change in Money Supply (%),12.62,2016,,TON
Tonga,"Central Government Finance, Expenditures (% of GDP)",30.39,2016,,TON
Tonga,"Central Government Finance, Fiscal Balance (% of  GDP)",-3.1,2016,,TON
Tonga,"Central Government Finance, Revenues (% of GDP)",27.29,2016,,TON
Tonga,Current Account Balance (% of GDP),-3.25,2016,,TON
Tonga,"External Debt, Total Outstanding (% of GNI)",42.83,2015,,TON
Tonga,"External Debt, Total Outstanding ($ million)",194.73,2015,,TON
Tonga,Gross Domestic Investment (% of GDP),22.78,2014,,TON
Tonga,Gross Domestic Product (GDP) Annual Growth Rate (%),3.7,2015,,TON
Tonga,Gross Domestic Product (GDP) Annual Growth Rate (%),3.1,2016,,TON
Tonga,Gross International Reserves ($ million),158.6,2016,,TON
Tonga,Growth Rate of Merchandise Exports (%),-8.94,2016,,TON
Tonga,Growth Rate of Merchandise Imports (%),0.32,2016,,TON
Tonga,Inflation Rate (%),2,2016,,TON
Tonga,"Per Capita Gross National Income (GNI), Atlas Method (%)",4280,2015,,TON
Tonga,Trade Balance (% of GDP),-50.61,2016,,TON
Tonga,"Value Added, Agriculture Annual Growth Rate (%)",3.06,2016,,TON
Tonga,"Value Added, Industry Annual Growth Rate (%)",1.28,2016,,TON
Tonga,"Value Added, Services Annual Growth Rate (%)",1.61,2016,,TON
Turkmenistan,"Age Dependency Ratio (Number of persons aged <15 and >= 65 to Number of persons aged 15-64 years, %)",47.88,2015,,TKM
Turkmenistan,Average Annual Population Growth Rate (%),1.27,2011-2016,,TKM
Turkmenistan,Gini Index (%),,,,TKM
Turkmenistan,"Land, Total Surface Area ('000  km2)",488.1,,,TKM
Turkmenistan,Population Density (persons per km2 of total surface area),11.14,2016,,TKM
Turkmenistan,Total Fertility Rate (births per woman),2.28,2015,,TKM
Turkmenistan,Total Population (million),5.44,2016,,TKM
Turkmenistan,"Proportion of Employed Population below $1.90 Purchasing Power Parity (PPP) a day, Female (%)",,,1.1.1,TKM
Turkmenistan,"Proportion of Employed Population below $1.90 Purchasing Power Parity (PPP) a day, Male (%)",,,1.1.1,TKM
Turkmenistan,"Proportion of Employed Population below $1.90 Purchasing Power Parity (PPP) a day, Total (%)",,,1.1.1,TKM
Turkmenistan,Proportion of Population below $1.90 Purchasing Power Parity (%),,,1.1.1,TKM
Turkmenistan,Proportion of Population Living below the National Poverty Line (%),,,1.2.1,TKM
Turkmenistan,Growth Rates of Household Expenditure or Income per Capita (%),,,10.1.1,TKM
Turkmenistan,Growth Rates of Household Expenditure or Income per Capita among the Bottom 40% of the Population (%),,,10.1.1,TKM
Turkmenistan,Proportion of Urban Population Living in Slums (%),,,11.1.1,TKM
Turkmenistan,Average Annual Mean of Particulate Matter of 2.5 Microns in Diameter or Smaller (PM2.5) Concentration Levels in Urban Areas (migrogram/m3) (%),26.2,2014,11.6.2,TKM
Turkmenistan,"Material Footprint, Million Metric Tons",66.67,2010,12.2.1,TKM
Turkmenistan,"Material Footprint, Per Capita",13.22,2010,12.2.1,TKM
Turkmenistan,"Domestic Material Consumption, Million Metric Tons",59.33,2010,12.2.2,TKM
Turkmenistan,"Domestic Material Consumption, Per Capita",11.77,2010,12.2.2,TKM
Turkmenistan,Coverage of Protected Areas in Relation to Marine Areas (%),,,14.5.1,TKM
Turkmenistan,Forest Area as a Proportion of Total Land Area (%),8.78,2015,15.1.1,TKM
Turkmenistan,Proportion of Children under 5 Years of Age Whose Births Have Been Registered with a Civil Authority (%),,,16.9.1,TKM
Turkmenistan,Volume of Remittances in US Dollars as a Proportion of Total GDP (%),0.04,2015,17.3.2,TKM
Turkmenistan,Debt Service as a Percentage of Exports of Goods and Services (%),,,17.4.1,TKM
Turkmenistan,Fixed Broadband Subscriptions (per 100 inhabitants),0.06,2015,17.6.2,TKM
Turkmenistan,Proportion of Individuals Using the Internet (%),15,2015,17.8.1,TKM
Turkmenistan,Prevalence of Undernourishment (%),<5.0,2014-2016,2.1.1,TKM
Turkmenistan,Prevalence of Stunting among Children under 5 Years of Age (%),,,2.2.1,TKM
Turkmenistan,Prevalence of Malnutrition (Overweight) among Children under 5 Years of Age (%),,,2.2.2,TKM
Turkmenistan,Prevalence of Malnutrition (Wasting) among Children under 5 Years of Age (%),,,2.2.2,TKM
Turkmenistan,"Maternal Mortality Ratio (per 100,000 live births)",42,2015,3.1.1,TKM
Turkmenistan,Proportion of Births Attended by Skilled Health Personnel (%),,,3.1.2,TKM
Turkmenistan,"Infant Mortality Rate (per 1,000 live births)",43.7,2015,3.2.1,TKM
Turkmenistan,"Under-5 Mortality Rate (per 1,000 live births)",51.4,2015,3.2.1,TKM
Turkmenistan,"Neonatal Mortality Rate (per 1,000 live births)",22.6,2015,3.2.2,TKM
Turkmenistan,"Number of New HIV Infections (per 1,000 uninfected population)",,,3.3.1,TKM
