Regional Economy,Statistic,Value,Unit of Measurement,Year,Sustainable Development Goal,Country Code
Sri Lanka,Growth Rate of Merchandise Imports,8.1,%,2017,,LKA
Sri Lanka,Inflation Rate,7.7,%,2017,,LKA
Sri Lanka,"Land, Total Surface Area",65.61,",000  km2",,,LKA
Sri Lanka,"Per Capita Gross National Income (GNI), Atlas Method",3780,$,2016,,LKA
Sri Lanka,Population Density,327,persons per km2 of surface area,2017,,LKA
Sri Lanka,Proportion of Population below $1.90 Purchasing Power Parity (PPP) a Day,0.7,%,2016,,LKA
Sri Lanka,Proportion of Population Living below the National Poverty Line,4.1,%,2016,,LKA
Sri Lanka,Total Fertility Rate,2,births per woman,2016,,LKA
Sri Lanka,Total Population,21.44,million,2017,,LKA
Sri Lanka,Trade Balance,-11,% of GDP,2017,,LKA
"Taipei,China","Proportion of Employed Population below $1.90 Purchasing Power Parity (PPP) a day, Female",,%,2017,1.1.1,TWN
"Taipei,China","Proportion of Employed Population below $1.90 Purchasing Power Parity (PPP) a day, Male",,%,2017,1.1.1,TWN
"Taipei,China","Proportion of Employed Population below $1.90 Purchasing Power Parity (PPP) a day, Total",,%,2017,1.1.1,TWN
"Taipei,China",Growth Rates of Household Expenditure or Income per Capita,,%,,10.1.1,TWN
"Taipei,China",Growth Rates of Household Expenditure or Income per Capita among the Bottom 40% of the Population,,%,,10.1.1,TWN
"Taipei,China",Proportion of Urban Population Living in Slums,,%,2014,11.1.1,TWN
"Taipei,China",Average Annual Mean of Particulate Matter of 2.5 Microns in Diameter or Smaller (PM2.5) Concentration Levels in Urban Areas,20.5,migrogram/m3,2017,11.6.2,TWN
"Taipei,China","Material Footprint, Million Metric Tons ",210.3,,2010,12.2.1,TWN
"Taipei,China","Material Footprint, Per Capita ",,,,12.2.1,TWN
"Taipei,China","Domestic Material Consumption, Million Metric Tons",140.1,,2010,12.2.2,TWN
"Taipei,China","Domestic Material Consumption, Per Capita",,,,12.2.2,TWN
"Taipei,China",Coverage of Protected Areas in Relation to Marine Areas,,%,2016,14.5.1,TWN
"Taipei,China",Forest Area as a Proportion of Total Land Area,,%,2015,15.1.1,TWN
"Taipei,China",Proportion of Children under 5 Years of Age Whose Births Have Been Registered with a Civil Authority,,%,2014,16.9.1,TWN
"Taipei,China",Volume of Remittances in US Dollars as a Proportion of Total GDP,,%,2016,17.3.2,TWN
"Taipei,China",Debt Service as a Percentage of Exports of Goods and Services,,%,2016,17.4.1,TWN
"Taipei,China",Prevalence of Undernourishment,,%,2014-2016,2.1.1,TWN
"Taipei,China",Prevalence of Stunting among Children under 5 Years of Age,,%,2015,2.1.1,TWN
"Taipei,China",Prevalence of Malnutrition (Overweight) among Children under 5 Years of Age,,%,2015,2.2.2,TWN
"Taipei,China",Prevalence of Malnutrition (Wasting) among Children under 5 Years of Age,,%,2015,2.2.2,TWN
"Taipei,China",Maternal Mortality Ratio,12,"per 100,000 live births",2016,3.1.1,TWN
"Taipei,China",Under-5 Mortality Rate,,"per 1,000 live births",2016,3.2.1,TWN
"Taipei,China",Neonatal Mortality Rate,2,"per 1,000 live births",2016,3.2.2,TWN
"Taipei,China",Tuberculosis Incidence,,"per 100,000 population",2016,3.3.2,TWN
"Taipei,China","Mortality Rate Attributed to Cardiovascular Disease, Cancer, Diabetes, or Chronic Respiratory Disease",,%,2015,3.4.1,TWN
"Taipei,China","Participation Rate in Organized Learning (1 year before the official primary entry age), Female",,%,2016,4.2.2,TWN
"Taipei,China","Participation Rate in Organized Learning (1 year before the official primary entry age), Male",,%,2016,4.2.2,TWN
"Taipei,China","Participation Rate in Organized Learning (1 year before the official primary entry age), Total",,%,2016,4.2.2,TWN
"Taipei,China","Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training, Lower Secondary",,%,2016,4.c.1,TWN
"Taipei,China","Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training, Preprimary",,%,2016,4.c.1,TWN
"Taipei,China","Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training, Primary",,%,2016,4.c.1,TWN
"Taipei,China","Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training, Upper Secondary",,%,2016,4.c.1,TWN
"Taipei,China",Proportion of Seats Held by Women in National Parliaments,,%,2017,5.5.1,TWN
"Taipei,China","Proportion of Population Using Safely Managed Drinking Water Services, Rural",,%,2015,6.1.1,TWN
"Taipei,China","Proportion of Population Using Safely Managed Drinking Water Services, Total",,%,2015,6.1.1,TWN
"Taipei,China","Proportion of Population Using Safely Managed Drinking Water Services, Urban",,%,2015,6.1.1,TWN
"Taipei,China","Proportion of Population Using Safely Managed Sanitation Services, Including a Hand-washing Facility with Soap and Water, Rural",,%,2015,6.2.1,TWN
"Taipei,China","Proportion of Population Using Safely Managed Sanitation Services, Including a Hand-washing Facility with Soap and Water, Total",,%,2015,6.2.1,TWN
"Taipei,China","Proportion of Population Using Safely Managed Sanitation Services, Including a Hand-washing Facility with Soap and Water, Urban",,%,2015,6.2.1,TWN
"Taipei,China",Proportion of Population with Access to Electricity,,%,2016,7.1.1,TWN
"Taipei,China",Renewable Energy Share in the Total Final Energy Consumption,,%,2015,7.2.1,TWN
"Taipei,China",Number of ATMs,,"per 100,000 adults",2016,8.10.1,TWN
"Taipei,China",Number of Commercial Bank Branches,,"per 100,000 adults",2016,8.10.1,TWN
"Taipei,China",Proportion of Adults (15 Years and Older) with an Account at a Bank or Other Financial Institution or with a Mobile-Money-Service Provider,,%,2017,8.10.2,TWN
"Taipei,China",Annual Growth Rate of Real GDP per Employed Person,0.9,%,2017,8.2.1,TWN
"Taipei,China","Unemployment Rate, Female",3.5,%,2017,8.5.2,TWN
"Taipei,China","Unemployment Rate, Male",4,%,2017,8.5.2,TWN
"Taipei,China","Unemployment Rate, Total",3.8,%,2017,8.5.2,TWN
"Taipei,China","Proportion of Youth (Aged 15-24 Years) Not in Education, Employment, or Training, Female",,%,2016,8.6.1,TWN
"Taipei,China","Proportion of Youth (Aged 15-24 Years) Not in Education, Employment, or Training, Male",,%,2016,8.6.1,TWN
"Taipei,China","Proportion of Youth (Aged 15-24 Years) Not in Education, Employment, or Training, Total",,%,2016,8.6.1,TWN
"Taipei,China","CO2 Emissions, Million Metric Tons",249.4,,2015,9.4.1,TWN
"Taipei,China","CO2 Emissions, Per Unit of GDP (PPP)",0.3,,2015,9.4.1,TWN
"Taipei,China","Total Official Flows for Infrastructure, Official Development Assistance (ODA)",,"disbursements, constant 2015, $ million",2016,9.a.1,TWN
"Taipei,China","Total Official Flows for Infrastructure, Other Official Flows (OOF)",,"disbursements, constant 2015, $ million",2016,9.a.1,TWN
"Taipei,China","Proportion of Population Covered by Mobile Network, 2G",,%,2016,9.c.1,TWN
"Taipei,China","Proportion of Population Covered by Mobile Network, 3G",,%,2016,9.c.1,TWN
"Taipei,China","Proportion of Population Covered by Mobile Network, LTE/WiMAX",,%,2016,9.c.1,TWN
"Taipei,China",Age Dependency Ratio,36,% of working-age population,2016,,TWN
"Taipei,China",Annual Change in Money Supply,3.6,%,2017,,TWN
"Taipei,China",Annual Growth Rate of Gross Domestic Product (GDP),1.4,%,2016,,TWN
"Taipei,China",Annual Growth Rate of Gross Domestic Product (GDP),2.9,%,2017,,TWN
"Taipei,China","Annual Real Growth Rates on Value Added, Agriculture",6,%,2017,,TWN
"Taipei,China","Annual Real Growth Rates on Value Added, Industry",3.9,%,2017,,TWN
"Taipei,China","Annual Real Growth Rates on Value Added, Services",2.2,%,2017,,TWN
"Taipei,China",Average Annual Population Growth Rate,0.2,%,2012-2017,,TWN
"Taipei,China","Central Government Finance, Expenditure",11.5,% of GDP,2017,,TWN
"Taipei,China","Central Government Finance, Fiscal Balance",-0.9,% of GDP,2017,,TWN
"Taipei,China","Central Government Finance, Revenue",10.6,% of GDP,2017,,TWN
"Taipei,China",Current Account Balance,14.7,% of GDP,2017,,TWN
"Taipei,China","External Debt, Total Outstanding",,% of GNI,2016,,TWN
"Taipei,China","External Debt, Total Outstanding",172238,$ million,2016,,TWN
"Taipei,China",Gross Domestic Investment,20.3,% of GDP,2017,,TWN
"Taipei,China",Gross International Reserves,451500,$ million,2017,,TWN
"Taipei,China",Growth Rate of Merchandise Exports,12.9,%,2017,,TWN
"Taipei,China",Growth Rate of Merchandise Imports,12.3,%,2017,,TWN
"Taipei,China",Inflation Rate,0.6,%,2017,,TWN
"Taipei,China","Land, Total Surface Area",36.2,",000  km2",,,TWN
"Taipei,China","Per Capita Gross National Income (GNI), Atlas Method",  ,$,2016,,TWN
"Taipei,China",Population Density,651,persons per km2 of surface area,2017,,TWN
"Taipei,China",Proportion of Population below $1.90 Purchasing Power Parity (PPP) a Day,,%,2016,,TWN
"Taipei,China",Proportion of Population Living below the National Poverty Line,1.4,%,2016,,TWN
"Taipei,China",Total Fertility Rate,1.2,births per woman,2016,,TWN
"Taipei,China",Total Population,23.57,million,2017,,TWN
"Taipei,China",Trade Balance,14.1,% of GDP,2017,,TWN
Tajikistan,"Proportion of Employed Population below $1.90 Purchasing Power Parity (PPP) a day, Female",3.9,%,2017,1.1.1,TJK
Tajikistan,"Proportion of Employed Population below $1.90 Purchasing Power Parity (PPP) a day, Male",4,%,2017,1.1.1,TJK
Tajikistan,"Proportion of Employed Population below $1.90 Purchasing Power Parity (PPP) a day, Total",4,%,2017,1.1.1,TJK
Tajikistan,Growth Rates of Household Expenditure or Income per Capita,3.6,%,2009-2015,10.1.1,TJK
Tajikistan,Growth Rates of Household Expenditure or Income per Capita among the Bottom 40% of the Population,2.3,%,2009-2015,10.1.1,TJK
Tajikistan,Proportion of Urban Population Living in Slums,,%,2014,11.1.1,TJK
Tajikistan,Average Annual Mean of Particulate Matter of 2.5 Microns in Diameter or Smaller (PM2.5) Concentration Levels in Urban Areas,50.7,migrogram/m3,2014,11.6.2,TJK
Tajikistan,"Material Footprint, Million Metric Tons ",13.6,,2010,12.2.1,TJK
Tajikistan,"Material Footprint, Per Capita ",1.8,,2010,12.2.1,TJK
Tajikistan,"Domestic Material Consumption, Million Metric Tons",19,,2010,12.2.2,TJK
Tajikistan,"Domestic Material Consumption, Per Capita",2.5,,2010,12.2.2,TJK
Tajikistan,Coverage of Protected Areas in Relation to Marine Areas,,%,2016,14.5.1,TJK
Tajikistan,Forest Area as a Proportion of Total Land Area,3,%,2015,15.1.1,TJK
Tajikistan,Proportion of Children under 5 Years of Age Whose Births Have Been Registered with a Civil Authority,88.4,%,2012,16.9.1,TJK
Tajikistan,Volume of Remittances in US Dollars as a Proportion of Total GDP,26.9,%,2016,17.3.2,TJK
Tajikistan,Debt Service as a Percentage of Exports of Goods and Services,7.5,%,2016,17.4.1,TJK
Tajikistan,Prevalence of Undernourishment,30.1,%,2014-2016,2.1.1,TJK
Tajikistan,Prevalence of Stunting among Children under 5 Years of Age,26.8,%,2012,2.1.1,TJK
Tajikistan,Prevalence of Malnutrition (Overweight) among Children under 5 Years of Age,6.7,%,2012,2.2.2,TJK
Tajikistan,Prevalence of Malnutrition (Wasting) among Children under 5 Years of Age,9.9,%,2012,2.2.2,TJK
Tajikistan,Maternal Mortality Ratio,32,"per 100,000 live births",2015,3.1.1,TJK
Tajikistan,Under-5 Mortality Rate,43,"per 1,000 live births",2016,3.2.1,TJK
Tajikistan,Neonatal Mortality Rate,20,"per 1,000 live births",2016,3.2.2,TJK
Tajikistan,Tuberculosis Incidence,85,"per 100,000 population",2016,3.3.2,TJK
Tajikistan,"Mortality Rate Attributed to Cardiovascular Disease, Cancer, Diabetes, or Chronic Respiratory Disease",25.8,%,2015,3.4.1,TJK
Tajikistan,"Participation Rate in Organized Learning (1 year before the official primary entry age), Female",12.9,%,2016,4.2.2,TJK
Tajikistan,"Participation Rate in Organized Learning (1 year before the official primary entry age), Male",15,%,2016,4.2.2,TJK
Tajikistan,"Participation Rate in Organized Learning (1 year before the official primary entry age), Total",14,%,2016,4.2.2,TJK
Tajikistan,"Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training, Lower Secondary",,%,2016,4.c.1,TJK
Tajikistan,"Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training, Preprimary",100,%,2016,4.c.1,TJK
Tajikistan,"Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training, Primary",100,%,2017,4.c.1,TJK
Tajikistan,"Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training, Upper Secondary",,%,2016,4.c.1,TJK
Tajikistan,Proportion of Seats Held by Women in National Parliaments,19,%,2017,5.5.1,TJK
Tajikistan,"Proportion of Population Using Safely Managed Drinking Water Services, Rural",,%,2015,6.1.1,TJK
Tajikistan,"Proportion of Population Using Safely Managed Drinking Water Services, Total",47.4,%,2015,6.1.1,TJK
Tajikistan,"Proportion of Population Using Safely Managed Drinking Water Services, Urban",,%,2015,6.1.1,TJK
Tajikistan,"Proportion of Population Using Safely Managed Sanitation Services, Including a Hand-washing Facility with Soap and Water, Rural",,%,2015,6.2.1,TJK
Tajikistan,"Proportion of Population Using Safely Managed Sanitation Services, Including a Hand-washing Facility with Soap and Water, Total",,%,2015,6.2.1,TJK
Tajikistan,"Proportion of Population Using Safely Managed Sanitation Services, Including a Hand-washing Facility with Soap and Water, Urban",,%,2015,6.2.1,TJK
Tajikistan,Proportion of Population with Access to Electricity,100,%,2016,7.1.1,TJK
Tajikistan,Renewable Energy Share in the Total Final Energy Consumption,44.7,%,2015,7.2.1,TJK
Tajikistan,Number of ATMs,10.3,"per 100,000 adults",2013,8.10.1,TJK
Tajikistan,Number of Commercial Bank Branches,6.5,"per 100,000 adults",2013,8.10.1,TJK
Tajikistan,Proportion of Adults (15 Years and Older) with an Account at a Bank or Other Financial Institution or with a Mobile-Money-Service Provider,47,%,2017,8.10.2,TJK
Tajikistan,Annual Growth Rate of Real GDP per Employed Person,3.8,%,2016,8.2.1,TJK
Tajikistan,"Unemployment Rate, Female",11,%,2016,8.5.2,TJK
Tajikistan,"Unemployment Rate, Male",9.9,%,2016,8.5.2,TJK
Tajikistan,"Unemployment Rate, Total",10.3,%,2016,8.5.2,TJK
Tajikistan,"Proportion of Youth (Aged 15-24 Years) Not in Education, Employment, or Training, Female",,%,2016,8.6.1,TJK
Tajikistan,"Proportion of Youth (Aged 15-24 Years) Not in Education, Employment, or Training, Male",,%,2016,8.6.1,TJK
Tajikistan,"Proportion of Youth (Aged 15-24 Years) Not in Education, Employment, or Training, Total",,%,2016,8.6.1,TJK
Tajikistan,"CO2 Emissions, Million Metric Tons",4.3,,2015,9.4.1,TJK
Tajikistan,"CO2 Emissions, Per Unit of GDP (PPP)",0.2,,2015,9.4.1,TJK
Tajikistan,"Total Official Flows for Infrastructure, Official Development Assistance (ODA)",159,"disbursements, constant 2015, $ million",2016,9.a.1,TJK
Tajikistan,"Total Official Flows for Infrastructure, Other Official Flows (OOF)",16.1,"disbursements, constant 2015, $ million",2016,9.a.1,TJK
Tajikistan,"Proportion of Population Covered by Mobile Network, 2G",,%,2016,9.c.1,TJK
Tajikistan,"Proportion of Population Covered by Mobile Network, 3G",90,%,2016,9.c.1,TJK
Tajikistan,"Proportion of Population Covered by Mobile Network, LTE/WiMAX",73.6,%,2016,9.c.1,TJK
Tajikistan,Age Dependency Ratio,63,% of working-age population,2016,,TJK
Tajikistan,Annual Change in Money Supply,21.8,%,2017,,TJK
Tajikistan,Annual Growth Rate of Gross Domestic Product (GDP),6.9,%,2016,,TJK
Tajikistan,Annual Growth Rate of Gross Domestic Product (GDP),7.1,%,2017,,TJK
Tajikistan,"Annual Real Growth Rates on Value Added, Agriculture",6.8,%,2017,,TJK
Tajikistan,"Annual Real Growth Rates on Value Added, Industry",21.3,%,2017,,TJK
Tajikistan,"Annual Real Growth Rates on Value Added, Services",1.8,%,2017,,TJK
Tajikistan,Average Annual Population Growth Rate,2.3,%,2012-2017,,TJK
Tajikistan,"Central Government Finance, Expenditure",33.5,% of GDP,2017,,TJK
Tajikistan,"Central Government Finance, Fiscal Balance",-2.5,% of GDP,2017,,TJK
Tajikistan,"Central Government Finance, Revenue",31,% of GDP,2017,,TJK
Tajikistan,Current Account Balance,3,% of GDP,2017,,TJK
Tajikistan,"External Debt, Total Outstanding",23.6,% of GNI,2016,,TJK
Tajikistan,"External Debt, Total Outstanding",2276,$ million,2016,,TJK
Tajikistan,Gross Domestic Investment,23.9,% of GDP,2014,,TJK
Tajikistan,Gross International Reserves,1272,$ million,2017,,TJK
Tajikistan,Growth Rate of Merchandise Exports,9.4,%,2017,,TJK
Tajikistan,Growth Rate of Merchandise Imports,-8.5,%,2017,,TJK
Tajikistan,Inflation Rate,6.7,%,2017,,TJK
Tajikistan,"Land, Total Surface Area",141.38,",000  km2",,,TJK
Tajikistan,"Per Capita Gross National Income (GNI), Atlas Method",1110,$,2016,,TJK
Tajikistan,Population Density,63,persons per km2 of surface area,2017,,TJK
Tajikistan,Proportion of Population below $1.90 Purchasing Power Parity (PPP) a Day,4.8,%,2015,,TJK
Tajikistan,Proportion of Population Living below the National Poverty Line,31.3,%,2015,,TJK
Tajikistan,Total Fertility Rate,3.4,births per woman,2016,,TJK
Tajikistan,Total Population,8.84,million,2017,,TJK
Tajikistan,Trade Balance,-21.5,% of GDP,2017,,TJK
Thailand,"Proportion of Employed Population below $1.90 Purchasing Power Parity (PPP) a day, Female",,%,2017,1.1.1,THA
Thailand,"Proportion of Employed Population below $1.90 Purchasing Power Parity (PPP) a day, Male",,%,2017,1.1.1,THA
Thailand,"Proportion of Employed Population below $1.90 Purchasing Power Parity (PPP) a day, Total",,%,2017,1.1.1,THA
Thailand,Growth Rates of Household Expenditure or Income per Capita,3.5,%,2009-2013,10.1.1,THA
Thailand,Growth Rates of Household Expenditure or Income per Capita among the Bottom 40% of the Population,4.8,%,2009-2013,10.1.1,THA
Thailand,Proportion of Urban Population Living in Slums,25,%,2014,11.1.1,THA
Thailand,Average Annual Mean of Particulate Matter of 2.5 Microns in Diameter or Smaller (PM2.5) Concentration Levels in Urban Areas,27.3,migrogram/m3,2014,11.6.2,THA
Thailand,"Material Footprint, Million Metric Tons ",750.6,,2015,12.2.1,THA
Thailand,"Material Footprint, Per Capita ",11.1,,2015,12.2.1,THA
Thailand,"Domestic Material Consumption, Million Metric Tons",600.9,,2015,12.2.2,THA
Thailand,"Domestic Material Consumption, Per Capita",8.9,,2015,12.2.2,THA
Thailand,Coverage of Protected Areas in Relation to Marine Areas,1.9,%,2016,14.5.1,THA
Thailand,Forest Area as a Proportion of Total Land Area,32.1,%,2015,15.1.1,THA
Thailand,Proportion of Children under 5 Years of Age Whose Births Have Been Registered with a Civil Authority,99.5,%,2016,16.9.1,THA
Thailand,Volume of Remittances in US Dollars as a Proportion of Total GDP,1.5,%,2016,17.3.2,THA
Thailand,Debt Service as a Percentage of Exports of Goods and Services,0.3,%,2016,17.4.1,THA
Thailand,Prevalence of Undernourishment,9.5,%,2014-2016,2.1.1,THA
Thailand,Prevalence of Stunting among Children under 5 Years of Age,10.5,%,2016,2.1.1,THA
Thailand,Prevalence of Malnutrition (Overweight) among Children under 5 Years of Age,8.2,%,2016,2.2.2,THA
Thailand,Prevalence of Malnutrition (Wasting) among Children under 5 Years of Age,5.4,%,2016,2.2.2,THA
Thailand,Maternal Mortality Ratio,20,"per 100,000 live births",2015,3.1.1,THA
Thailand,Under-5 Mortality Rate,12,"per 1,000 live births",2016,3.2.1,THA
Thailand,Neonatal Mortality Rate,7,"per 1,000 live births",2016,3.2.2,THA
Thailand,Tuberculosis Incidence,172,"per 100,000 population",2016,3.3.2,THA
Thailand,"Mortality Rate Attributed to Cardiovascular Disease, Cancer, Diabetes, or Chronic Respiratory Disease",16.2,%,2015,3.4.1,THA
Thailand,"Participation Rate in Organized Learning (1 year before the official primary entry age), Female",91,%,2015,4.2.2,THA
Thailand,"Participation Rate in Organized Learning (1 year before the official primary entry age), Male",100,%,2015,4.2.2,THA
Thailand,"Participation Rate in Organized Learning (1 year before the official primary entry age), Total",95.7,%,2015,4.2.2,THA
Thailand,"Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training, Lower Secondary",100,%,2015,4.c.1,THA
Thailand,"Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training, Preprimary",,%,2016,4.c.1,THA
Thailand,"Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training, Primary",100,%,2015,4.c.1,THA
Thailand,"Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training, Upper Secondary",100,%,2015,4.c.1,THA
Thailand,Proportion of Seats Held by Women in National Parliaments,4.8,%,2017,5.5.1,THA
Thailand,"Proportion of Population Using Safely Managed Drinking Water Services, Rural",,%,2015,6.1.1,THA
Thailand,"Proportion of Population Using Safely Managed Drinking Water Services, Total",,%,2015,6.1.1,THA
Thailand,"Proportion of Population Using Safely Managed Drinking Water Services, Urban",,%,2015,6.1.1,THA
Thailand,"Proportion of Population Using Safely Managed Sanitation Services, Including a Hand-washing Facility with Soap and Water, Rural",,%,2015,6.2.1,THA
Thailand,"Proportion of Population Using Safely Managed Sanitation Services, Including a Hand-washing Facility with Soap and Water, Total",,%,2015,6.2.1,THA
Thailand,"Proportion of Population Using Safely Managed Sanitation Services, Including a Hand-washing Facility with Soap and Water, Urban",,%,2015,6.2.1,THA
Thailand,Proportion of Population with Access to Electricity,100,%,2016,7.1.1,THA
Thailand,Renewable Energy Share in the Total Final Energy Consumption,22.9,%,2015,7.2.1,THA
Thailand,Number of ATMs,113.1,"per 100,000 adults",2016,8.10.1,THA
Thailand,Number of Commercial Bank Branches,12.4,"per 100,000 adults",2016,8.10.1,THA
Thailand,Proportion of Adults (15 Years and Older) with an Account at a Bank or Other Financial Institution or with a Mobile-Money-Service Provider,81.6,%,2017,8.10.2,THA
Thailand,Annual Growth Rate of Real GDP per Employed Person,2.8,%,2016,8.2.1,THA
Thailand,"Unemployment Rate, Female",1,%,2016,8.5.2,THA
Thailand,"Unemployment Rate, Male",0.9,%,2016,8.5.2,THA
Thailand,"Unemployment Rate, Total",0.9,%,2016,8.5.2,THA
Thailand,"Proportion of Youth (Aged 15-24 Years) Not in Education, Employment, or Training, Female",19.4,%,2016,8.6.1,THA
Thailand,"Proportion of Youth (Aged 15-24 Years) Not in Education, Employment, or Training, Male",10.6,%,2016,8.6.1,THA
Thailand,"Proportion of Youth (Aged 15-24 Years) Not in Education, Employment, or Training, Total",15,%,2016,8.6.1,THA
Thailand,"CO2 Emissions, Million Metric Tons",247.5,,2015,9.4.1,THA
Thailand,"CO2 Emissions, Per Unit of GDP (PPP)",0.2,,2015,9.4.1,THA
Thailand,"Total Official Flows for Infrastructure, Official Development Assistance (ODA)",379.6,"disbursements, constant 2015, $ million",2016,9.a.1,THA
Thailand,"Total Official Flows for Infrastructure, Other Official Flows (OOF)",37.8,"disbursements, constant 2015, $ million",2016,9.a.1,THA
Thailand,"Proportion of Population Covered by Mobile Network, 2G",98,%,2016,9.c.1,THA
Thailand,"Proportion of Population Covered by Mobile Network, 3G",98,%,2016,9.c.1,THA
Thailand,"Proportion of Population Covered by Mobile Network, LTE/WiMAX",98,%,2016,9.c.1,THA
Thailand,Age Dependency Ratio,40,% of working-age population,2016,,THA
Thailand,Annual Change in Money Supply,5.1,%,2017,,THA
Thailand,Annual Growth Rate of Gross Domestic Product (GDP),3.3,%,2016,,THA
Thailand,Annual Growth Rate of Gross Domestic Product (GDP),3.9,%,2017,,THA
Thailand,"Annual Real Growth Rates on Value Added, Agriculture",6.2,%,2017,,THA
Thailand,"Annual Real Growth Rates on Value Added, Industry",1.6,%,2017,,THA
Thailand,"Annual Real Growth Rates on Value Added, Services",5.3,%,2017,,THA
Thailand,Average Annual Population Growth Rate,0.3,%,2012-2017,,THA
Thailand,"Central Government Finance, Expenditure",18.1,% of GDP,2017,,THA
Thailand,"Central Government Finance, Fiscal Balance",-2.7,% of GDP,2017,,THA
Thailand,"Central Government Finance, Revenue",15.2,% of GDP,2017,,THA
Thailand,Current Account Balance,10.8,% of GDP,2017,,THA
Thailand,"External Debt, Total Outstanding",34,% of GNI,2016,,THA
Thailand,"External Debt, Total Outstanding",132194,$ million,2016,,THA
Thailand,Gross Domestic Investment,22.8,% of GDP,2017,,THA
Thailand,Gross International Reserves,202562,$ million,2017,,THA
Thailand,Growth Rate of Merchandise Exports,9.7,%,2017,,THA
Thailand,Growth Rate of Merchandise Imports,14.4,%,2017,,THA
Thailand,Inflation Rate,0.7,%,2017,,THA
Thailand,"Land, Total Surface Area",513.12,",000  km2",,,THA
Thailand,"Per Capita Gross National Income (GNI), Atlas Method",5640,$,2016,,THA
Thailand,Population Density,132,persons per km2 of surface area,2017,,THA
Thailand,Proportion of Population below $1.90 Purchasing Power Parity (PPP) a Day,0,%,2013,,THA
Thailand,Proportion of Population Living below the National Poverty Line,8.6,%,2016,,THA
Thailand,Total Fertility Rate,1.5,births per woman,2016,,THA
Thailand,Total Population,67.65,million,2017,,THA
Thailand,Trade Balance,7,% of GDP,2017,,THA
Timor-Leste,"Proportion of Employed Population below $1.90 Purchasing Power Parity (PPP) a day, Female",2.5,%,2017,1.1.1,TLS
Timor-Leste,"Proportion of Employed Population below $1.90 Purchasing Power Parity (PPP) a day, Male",2.7,%,2017,1.1.1,TLS
Timor-Leste,"Proportion of Employed Population below $1.90 Purchasing Power Parity (PPP) a day, Total",2.7,%,2017,1.1.1,TLS
Timor-Leste,Growth Rates of Household Expenditure or Income per Capita,,%,,10.1.1,TLS
Timor-Leste,Growth Rates of Household Expenditure or Income per Capita among the Bottom 40% of the Population,,%,,10.1.1,TLS
Timor-Leste,Proportion of Urban Population Living in Slums,,%,2014,11.1.1,TLS
Timor-Leste,Average Annual Mean of Particulate Matter of 2.5 Microns in Diameter or Smaller (PM2.5) Concentration Levels in Urban Areas,15,migrogram/m3,2014,11.6.2,TLS
Timor-Leste,"Material Footprint, Million Metric Tons ",8,,2010,12.2.1,TLS
Timor-Leste,"Material Footprint, Per Capita ",7.2,,2010,12.2.1,TLS
Timor-Leste,"Domestic Material Consumption, Million Metric Tons",8,,2010,12.2.2,TLS
Timor-Leste,"Domestic Material Consumption, Per Capita",7.4,,2010,12.2.2,TLS
Timor-Leste,Coverage of Protected Areas in Relation to Marine Areas,1.4,%,2016,14.5.1,TLS
Timor-Leste,Forest Area as a Proportion of Total Land Area,46.1,%,2015,15.1.1,TLS
Timor-Leste,Proportion of Children under 5 Years of Age Whose Births Have Been Registered with a Civil Authority,55.2,%,2010,16.9.1,TLS
Timor-Leste,Volume of Remittances in US Dollars as a Proportion of Total GDP,4.5,%,2016,17.3.2,TLS
Timor-Leste,Debt Service as a Percentage of Exports of Goods and Services,,%,2016,17.4.1,TLS
Timor-Leste,Prevalence of Undernourishment,26.9,%,2014-2016,2.1.1,TLS
Timor-Leste,Prevalence of Stunting among Children under 5 Years of Age,50.2,%,2013,2.1.1,TLS
Timor-Leste,Prevalence of Malnutrition (Overweight) among Children under 5 Years of Age,1.5,%,2013,2.2.2,TLS
Timor-Leste,Prevalence of Malnutrition (Wasting) among Children under 5 Years of Age,11,%,2013,2.2.2,TLS
Timor-Leste,Maternal Mortality Ratio,215,"per 100,000 live births",2015,3.1.1,TLS
Timor-Leste,Under-5 Mortality Rate,50,"per 1,000 live births",2016,3.2.1,TLS
Timor-Leste,Neonatal Mortality Rate,22,"per 1,000 live births",2016,3.2.2,TLS
Timor-Leste,Tuberculosis Incidence,498,"per 100,000 population",2016,3.3.2,TLS
Timor-Leste,"Mortality Rate Attributed to Cardiovascular Disease, Cancer, Diabetes, or Chronic Respiratory Disease",20.7,%,2015,3.4.1,TLS
Timor-Leste,"Participation Rate in Organized Learning (1 year before the official primary entry age), Female",58.9,%,2016,4.2.2,TLS
