Regional Economy,Statistic,Value,Footnote,Year,Unit of Measurement,Sustainable Development Goal,ADB Code
Singapore,"Proportion of Population Using Safely Managed Drinking Water Services, Urban",100,,2017,%,6.1.1,SIN
Singapore,"Proportion of Population Using Safely Managed Sanitation Services, Including a Hand-washing Facility with Soap and Water, Rural",…,,2017,%,6.2.1,SIN
Singapore,"Proportion of Population Using Safely Managed Sanitation Services, Including a Hand-washing Facility with Soap and Water, Total",100,,2017,%,6.2.1,SIN
Singapore,"Proportion of Population Using Safely Managed Sanitation Services, Including a Hand-washing Facility with Soap and Water, Urban",100,,2017,%,6.2.1,SIN
Singapore,Proportion of Population with Access to Electricity,100,,2019,%,7.1.1,SIN
Singapore,Proportion of Seats Held by Women in National Parliaments,29.5,,2020,%,5.5.1,SIN
Singapore,"Proportion of Teachers with the Minimum Required Qualifications, Lower Secondary",…,,2019,%,4.c.1,SIN
Singapore,"Proportion of Teachers with the Minimum Required Qualifications, Preprimary",100,,2019,%,4.c.1,SIN
Singapore,"Proportion of Teachers with the Minimum Required Qualifications, Primary",98.3,6,2018,%,4.c.1,SIN
Singapore,"Proportion of Teachers with the Minimum Required Qualifications, Upper Secondary",…,,2019,%,4.c.1,SIN
Singapore,Renewable Energy Share in the Total Final Energy Consumption,0.7,,2018,%,7.2.1,SIN
Singapore,Surface Area,0.7,,2018,'000  km2,,SIN
Singapore,Total Fertility Rate,1.2,,2018,births per woman,,SIN
Singapore,"Total Official Flows for Infrastructure, Official Development Assistance (ODA)",…,,2019,"disbursements, constant 2018, $ million",9.a.1,SIN
Singapore,"Total Official Flows for Infrastructure, Other Official Flows (OOF)",…,,2019,"disbursements, constant 2018, $ million",9.a.1,SIN
Singapore,"Total Outstanding, External Debt",1603028,,2020,$ million,,SIN
Singapore,"Total Outstanding, External Debt",459.2,,2019,% of GNI,,SIN
Singapore,Total Population,5.7,,2000,million,,SIN
Singapore,Trade Balance,27.5,,2020,% of GDP,,SIN
Singapore,Tuberculosis Incidence,41,,2019,"per 100,000 population",3.3.2,SIN
Singapore,Under-5 Mortality Rate,2.5,,2019,"per 1,000 live births",3.2.1,SIN
Singapore,"Unemployment Rate, by Sex, Female",3.2,,2019,%,8.5.2,SIN
Singapore,"Unemployment Rate, by Sex, Male",3.1,,2019,%,8.5.2,SIN
Singapore,"Unemployment Rate, by Sex, Total",5.2,,2020,%,8.5.2,SIN
Singapore,Volume of Remittances in United States Dollars as a Proportion of Total GDP,–,,2019,%,17.3.2,SIN
Solomon Islands,Age Dependency Ratio,77.6,,2020,% of working-age population,,SOL
Solomon Islands,Annual Change in Money Supply,6.6,,2020,%,,SOL
Solomon Islands,Annual Growth Rate of GDP,-4.5,*,2020,%,,SOL
Solomon Islands,Annual Growth Rate of Real GDP per Employed Person,-0.1,,2019,%,8.2.1,SOL
Solomon Islands,"Annual Real Growth Rates on Value Added, Agriculture",-4.5,*,2020,%,,SOL
Solomon Islands,"Annual Real Growth Rates on Value Added, Industry",-6.1,*,2020,%,,SOL
Solomon Islands,"Annual Real Growth Rates on Value Added, Services",-4.1,*,2020,%,,SOL
Solomon Islands,Average Annual Mean of Particulate Matter of 2.5 Microns in Diameter or Smaller (PM2.5) Concentration Levels in Urban Areas ,11.5,,2016,μg/m3,11.6.2,SOL
Solomon Islands,Average Annual Population Growth Rate,2.3,,2015-2020,%,,SOL
Solomon Islands,CO2 Emissions,…,,2018,Million Metric Tons,9.4.1,SOL
Solomon Islands,CO2 Emissions,…,,2018,Per Unit of GDP (PPP),9.4.1,SOL
Solomon Islands,Coverage of Protected Areas in Relation to Marine Areas,0.1,,2020,%,14.5.1,SOL
Solomon Islands,Current Account Balance,-1.7,*,2020,% of GDP,,SOL
Solomon Islands,Debt Service as a Percentage of Exports of Goods and Services,1.3,,2019,%,17.4.1,SOL
Solomon Islands,Domestic Material Consumption,4.3,,2017,Million Metric Tons,12.2.2,SOL
Solomon Islands,Domestic Material Consumption,7.1,,2017,Per Capita,12.2.2,SOL
Solomon Islands,Forest Area as a Proportion of Total Land Area,90.1,,2020,%,15.1.1,SOL
Solomon Islands,"Government Finance, Expenditure",36.9,*,2020,% of  GDP,,SOL
Solomon Islands,"Government Finance, Fiscal Balance",-2.5,*,2020,% of  GDP,,SOL
Solomon Islands,"Government Finance, Revenue",34.4,*,2020,% of  GDP,,SOL
Solomon Islands,Gross Domestic Investment,18.8,*,2020,% of GDP,,SOL
Solomon Islands,Gross International Reserves,647.4,,2020,$ million,,SOL
Solomon Islands,Growth Rate of Merchandise Exports,-17.7,,2020,%,,SOL
Solomon Islands,Growth Rate of Merchandise Imports,-18.6,,2020,%,,SOL
Solomon Islands,Growth Rates of Household Expenditure or Income per Capita,…,,,%,10.1.1,SOL
Solomon Islands,Growth Rates of Household Expenditure or Income per Capita among the Bottom 40% of the Population,…,,,%,10.1.1,SOL
Solomon Islands,Inflation Rate,3,,2020,%,,SOL
Solomon Islands,Material Footprint,…,,2017,Million Metric Tons,12.2.1,SOL
Solomon Islands,Material Footprint,…,,2017,Per Capita,12.2.1,SOL
Solomon Islands,Maternal Mortality Ratio,104,,2017,"per 100,000 live births",3.1.1,SOL
Solomon Islands,"Mortality Rate Attributed to Cardiovascular Disease, Cancer, Diabetes, or Chronic Respiratory Disease",39.2,,2019,%,3.4.1,SOL
Solomon Islands,Neonatal Mortality Rate,8.2,,2019,"per 1,000 live births",3.2.2,SOL
Solomon Islands,Nominal Gross Domestic Product,1.5,*,2020,$ billion,,SOL
Solomon Islands,Number of ATMs,11.9,5,2017,"per 100,000 adults",8.10.1,SOL
Solomon Islands,Number of Commercial Bank Branches,4.2,5,2017,"per 100,000 adults",8.10.1,SOL
Solomon Islands,"Participation Rate in Organized Learning (1 year before the official primary entry age), Female",67,,2019,%,4.2.2,SOL
Solomon Islands,"Participation Rate in Organized Learning (1 year before the official primary entry age), Male",64.3,,2019,%,4.2.2,SOL
Solomon Islands,"Participation Rate in Organized Learning (1 year before the official primary entry age), Total",65.6,,2019,%,4.2.2,SOL
Solomon Islands,"Per Capita Gross National Income (GNI), Atlas Method",2390,,2019,$,,SOL
Solomon Islands,Population Density,25,,2020,persons per km2 of surface area,,SOL
Solomon Islands,Prevalence of Malnutrition (Overweight) among Children under 5 Years of Age,4.5,3,2015,%,2.2.1,SOL
Solomon Islands,Prevalence of Malnutrition (Wasting) among Children under 5 Years of Age,8.5,3,2015,%,2.2.1,SOL
Solomon Islands,Prevalence of Stunting among Children under 5 Years of Age,31.7,3,2015,%,2.2.1,SOL
Solomon Islands,Prevalence of Undernourishment,13.2,,2017-2019,%,2.1.1,SOL
Solomon Islands,Proportion of Adults (15 Years and Older) with an Account at a Bank or Other Financial Institution or with a Mobile Money Service Provider,…,,2017,%,8.10.2,SOL
Solomon Islands,Proportion of Children under 5 Years of Age Whose Births Have Been Registered with a Civil Authority,88,3,2015,%,16.9.1,SOL
Solomon Islands,"Proportion of Employed Population below $1.90 PPP a Day, Female",19.2,,2019,%,1.1.1,SOL
Solomon Islands,"Proportion of Employed Population below $1.90 PPP a Day, Male",22.6,,2019,%,1.1.1,SOL
Solomon Islands,"Proportion of Employed Population below $1.90 PPP a Day, Total",20.9,,2019,%,1.1.1,SOL
Solomon Islands,Proportion of Population below $1.90 Purchasing Power Parity (PPP) a Day,…,,2018,%,,SOL
Solomon Islands,"Proportion of Population Covered by Mobile Network, 2G",95,6,2018,%,9.c.1,SOL
Solomon Islands,"Proportion of Population Covered by Mobile Network, 3G",45,6,2018,%,9.c.1,SOL
Solomon Islands,"Proportion of Population Covered by Mobile Network, LTE/WiMAX",20,6,2018,%,9.c.1,SOL
Solomon Islands,Proportion of Population Living below the National Poverty Line,12.7,1,2013,%,,SOL
Solomon Islands,"Proportion of Population Using Safely Managed Drinking Water Services, Rural",…,,2017,%,6.1.1,SOL
Solomon Islands,"Proportion of Population Using Safely Managed Drinking Water Services, Total",…,,2017,%,6.1.1,SOL
Solomon Islands,"Proportion of Population Using Safely Managed Drinking Water Services, Urban",…,,2017,%,6.1.1,SOL
Solomon Islands,"Proportion of Population Using Safely Managed Sanitation Services, Including a Hand-washing Facility with Soap and Water, Rural",…,,2017,%,6.2.1,SOL
Solomon Islands,"Proportion of Population Using Safely Managed Sanitation Services, Including a Hand-washing Facility with Soap and Water, Total",…,,2017,%,6.2.1,SOL
Solomon Islands,"Proportion of Population Using Safely Managed Sanitation Services, Including a Hand-washing Facility with Soap and Water, Urban",…,,2017,%,6.2.1,SOL
Solomon Islands,Proportion of Population with Access to Electricity,70,,2019,%,7.1.1,SOL
Solomon Islands,Proportion of Seats Held by Women in National Parliaments,6.4,,2020,%,5.5.1,SOL
Solomon Islands,"Proportion of Teachers with the Minimum Required Qualifications, Lower Secondary",93.9,,2019,%,4.c.1,SOL
Solomon Islands,"Proportion of Teachers with the Minimum Required Qualifications, Preprimary",24.9,6,2018,%,4.c.1,SOL
Solomon Islands,"Proportion of Teachers with the Minimum Required Qualifications, Primary",82.4,,2019,%,4.c.1,SOL
Solomon Islands,"Proportion of Teachers with the Minimum Required Qualifications, Upper Secondary",63,3,2015,%,4.c.1,SOL
Solomon Islands,Renewable Energy Share in the Total Final Energy Consumption,48.5,,2018,%,7.2.1,SOL
Solomon Islands,Surface Area,28.9,,2018,'000  km2,,SOL
Solomon Islands,Total Fertility Rate,4.4,,2018,births per woman,,SOL
Solomon Islands,"Total Official Flows for Infrastructure, Official Development Assistance (ODA)",81.7,,2019,"disbursements, constant 2018, $ million",9.a.1,SOL
Solomon Islands,"Total Official Flows for Infrastructure, Other Official Flows (OOF)",71.4,,2019,"disbursements, constant 2018, $ million",9.a.1,SOL
Solomon Islands,"Total Outstanding, External Debt",125.5,,2020,$ million,,SOL
Solomon Islands,"Total Outstanding, External Debt",6.1,,2019,% of GNI,,SOL
Solomon Islands,Total Population,0.7,,2000,million,,SOL
Solomon Islands,Trade Balance,-1.7,*,2020,% of GDP,,SOL
Solomon Islands,Tuberculosis Incidence,66,,2019,"per 100,000 population",3.3.2,SOL
Solomon Islands,Under-5 Mortality Rate,19.7,,2019,"per 1,000 live births",3.2.1,SOL
Solomon Islands,"Unemployment Rate, by Sex, Female",0.6,,2019,%,8.5.2,SOL
Solomon Islands,"Unemployment Rate, by Sex, Male",0.6,,2019,%,8.5.2,SOL
Solomon Islands,"Unemployment Rate, by Sex, Total",0.8,,2020,%,8.5.2,SOL
Solomon Islands,Volume of Remittances in United States Dollars as a Proportion of Total GDP,1.6,,2019,%,17.3.2,SOL
Sri Lanka,Age Dependency Ratio,53.7,,2020,% of working-age population,,SRI
Sri Lanka,Annual Change in Money Supply,23.4,,2020,%,,SRI
Sri Lanka,Annual Growth Rate of GDP,-3.6,*,2020,%,,SRI
Sri Lanka,Annual Growth Rate of Real GDP per Employed Person,2.3,,2019,%,8.2.1,SRI
Sri Lanka,"Annual Real Growth Rates on Value Added, Agriculture",-2.4,*,2020,%,,SRI
Sri Lanka,"Annual Real Growth Rates on Value Added, Industry",-6.9,*,2020,%,,SRI
Sri Lanka,"Annual Real Growth Rates on Value Added, Services",-1.5,*,2020,%,,SRI
Sri Lanka,Average Annual Mean of Particulate Matter of 2.5 Microns in Diameter or Smaller (PM2.5) Concentration Levels in Urban Areas ,15.1,,2016,μg/m3,11.6.2,SRI
Sri Lanka,Average Annual Population Growth Rate,0.9,,2015-2020,%,,SRI
Sri Lanka,CO2 Emissions,20.6,,2018,Million Metric Tons,9.4.1,SRI
Sri Lanka,CO2 Emissions,0.1,,2018,Per Unit of GDP (PPP),9.4.1,SRI
Sri Lanka,Coverage of Protected Areas in Relation to Marine Areas,0.1,,2020,%,14.5.1,SRI
Sri Lanka,Current Account Balance,-1.3,*,2020,% of GDP,,SRI
Sri Lanka,Debt Service as a Percentage of Exports of Goods and Services,25.4,,2019,%,17.4.1,SRI
Sri Lanka,Domestic Material Consumption,116.8,,2017,Million Metric Tons,12.2.2,SRI
Sri Lanka,Domestic Material Consumption,5.6,,2017,Per Capita,12.2.2,SRI
Sri Lanka,Forest Area as a Proportion of Total Land Area,34.2,,2020,%,15.1.1,SRI
Sri Lanka,"Government Finance, Expenditure",21.5,*,2020,% of  GDP,,SRI
Sri Lanka,"Government Finance, Fiscal Balance",-11.9,*,2020,% of  GDP,,SRI
Sri Lanka,"Government Finance, Revenue",9.6,*,2020,% of  GDP,,SRI
Sri Lanka,Gross Domestic Investment,25.2,*,2020,% of GDP,,SRI
Sri Lanka,Gross International Reserves,5665.1,,2020,$ million,,SRI
Sri Lanka,Growth Rate of Merchandise Exports,-15.9,,2020,%,,SRI
Sri Lanka,Growth Rate of Merchandise Imports,-19.5,,2020,%,,SRI
Sri Lanka,Growth Rates of Household Expenditure or Income per Capita,4.1,,2012-2016,%,10.1.1,SRI
Sri Lanka,Growth Rates of Household Expenditure or Income per Capita among the Bottom 40% of the Population,3.7,,2012-2016,%,10.1.1,SRI
Sri Lanka,Inflation Rate,4.6,,2020,%,,SRI
Sri Lanka,Material Footprint,85.8,,2017,Million Metric Tons,12.2.1,SRI
Sri Lanka,Material Footprint,4.1,,2017,Per Capita,12.2.1,SRI
Sri Lanka,Maternal Mortality Ratio,36,,2017,"per 100,000 live births",3.1.1,SRI
Sri Lanka,"Mortality Rate Attributed to Cardiovascular Disease, Cancer, Diabetes, or Chronic Respiratory Disease",13.2,,2019,%,3.4.1,SRI
Sri Lanka,Neonatal Mortality Rate,4.3,,2019,"per 1,000 live births",3.2.2,SRI
Sri Lanka,Nominal Gross Domestic Product,80.7,*,2020,$ billion,,SRI
Sri Lanka,Number of ATMs,17.2,3,2015,"per 100,000 adults",8.10.1,SRI
Sri Lanka,Number of Commercial Bank Branches,18.6,3,2015,"per 100,000 adults",8.10.1,SRI
Sri Lanka,"Participation Rate in Organized Learning (1 year before the official primary entry age), Female",…,,2019,%,4.2.2,SRI
Sri Lanka,"Participation Rate in Organized Learning (1 year before the official primary entry age), Male",…,,2019,%,4.2.2,SRI
Sri Lanka,"Participation Rate in Organized Learning (1 year before the official primary entry age), Total",…,,2019,%,4.2.2,SRI
Sri Lanka,"Per Capita Gross National Income (GNI), Atlas Method",4020,,2019,$,,SRI
Sri Lanka,Population Density,334,,2020,persons per km2 of surface area,,SRI
Sri Lanka,Prevalence of Malnutrition (Overweight) among Children under 5 Years of Age,2,4,2016,%,2.2.1,SRI
Sri Lanka,Prevalence of Malnutrition (Wasting) among Children under 5 Years of Age,15.1,4,2016,%,2.2.1,SRI
Sri Lanka,Prevalence of Stunting among Children under 5 Years of Age,17.3,4,2016,%,2.2.1,SRI
Sri Lanka,Prevalence of Undernourishment,7.6,,2017-2019,%,2.1.1,SRI
Sri Lanka,Proportion of Adults (15 Years and Older) with an Account at a Bank or Other Financial Institution or with a Mobile Money Service Provider,73.6,,2017,%,8.10.2,SRI
Sri Lanka,Proportion of Children under 5 Years of Age Whose Births Have Been Registered with a Civil Authority,…,,2019,%,16.9.1,SRI
Sri Lanka,"Proportion of Employed Population below $1.90 PPP a Day, Female",0.4,,2019,%,1.1.1,SRI
Sri Lanka,"Proportion of Employed Population below $1.90 PPP a Day, Male",0.4,,2019,%,1.1.1,SRI
Sri Lanka,"Proportion of Employed Population below $1.90 PPP a Day, Total",0.4,,2019,%,1.1.1,SRI
Sri Lanka,Proportion of Population below $1.90 Purchasing Power Parity (PPP) a Day,0.9,4,2016,%,,SRI
Sri Lanka,"Proportion of Population Covered by Mobile Network, 2G",99,,2019,%,9.c.1,SRI
Sri Lanka,"Proportion of Population Covered by Mobile Network, 3G",89,,2019,%,9.c.1,SRI
Sri Lanka,"Proportion of Population Covered by Mobile Network, LTE/WiMAX",80,,2019,%,9.c.1,SRI
Sri Lanka,Proportion of Population Living below the National Poverty Line,4.1,4,2016,%,,SRI
Sri Lanka,"Proportion of Population Using Safely Managed Drinking Water Services, Rural",…,,2017,%,6.1.1,SRI
Sri Lanka,"Proportion of Population Using Safely Managed Drinking Water Services, Total",…,,2017,%,6.1.1,SRI
Sri Lanka,"Proportion of Population Using Safely Managed Drinking Water Services, Urban",90.8,,2017,%,6.1.1,SRI
Sri Lanka,"Proportion of Population Using Safely Managed Sanitation Services, Including a Hand-washing Facility with Soap and Water, Rural",…,,2017,%,6.2.1,SRI
Sri Lanka,"Proportion of Population Using Safely Managed Sanitation Services, Including a Hand-washing Facility with Soap and Water, Total",…,,2017,%,6.2.1,SRI
Sri Lanka,"Proportion of Population Using Safely Managed Sanitation Services, Including a Hand-washing Facility with Soap and Water, Urban",…,,2017,%,6.2.1,SRI
Sri Lanka,Proportion of Population with Access to Electricity,100,,2019,%,7.1.1,SRI
Sri Lanka,Proportion of Seats Held by Women in National Parliaments,5.4,,2020,%,5.5.1,SRI
Sri Lanka,"Proportion of Teachers with the Minimum Required Qualifications, Lower Secondary",81.5,6,2018,%,4.c.1,SRI
Sri Lanka,"Proportion of Teachers with the Minimum Required Qualifications, Preprimary",87,6,2018,%,4.c.1,SRI
Sri Lanka,"Proportion of Teachers with the Minimum Required Qualifications, Primary",83.1,6,2018,%,4.c.1,SRI
Sri Lanka,"Proportion of Teachers with the Minimum Required Qualifications, Upper Secondary",76.8,6,2018,%,4.c.1,SRI
Sri Lanka,Renewable Energy Share in the Total Final Energy Consumption,51.4,,2018,%,7.2.1,SRI
Sri Lanka,Surface Area,65.6,,2018,'000  km2,,SRI
Sri Lanka,Total Fertility Rate,2.2,,2018,births per woman,,SRI
Sri Lanka,"Total Official Flows for Infrastructure, Official Development Assistance (ODA)",302.3,,2019,"disbursements, constant 2018, $ million",9.a.1,SRI
Sri Lanka,"Total Official Flows for Infrastructure, Other Official Flows (OOF)",254.6,,2019,"disbursements, constant 2018, $ million",9.a.1,SRI
Sri Lanka,"Total Outstanding, External Debt",49211.6,,2020,$ million,,SRI
Sri Lanka,"Total Outstanding, External Debt",62.5,,2019,% of GNI,,SRI
Sri Lanka,Total Population,21.9,,2000,million,,SRI
Sri Lanka,Trade Balance,-7.4,*,2020,% of GDP,,SRI
Sri Lanka,Tuberculosis Incidence,64,,2019,"per 100,000 population",3.3.2,SRI
Sri Lanka,Under-5 Mortality Rate,7.1,,2019,"per 1,000 live births",3.2.1,SRI
Sri Lanka,"Unemployment Rate, by Sex, Female",6.9,,2019,%,8.5.2,SRI
Sri Lanka,"Unemployment Rate, by Sex, Male",3,,2019,%,8.5.2,SRI
Sri Lanka,"Unemployment Rate, by Sex, Total",4.8,,2020,%,8.5.2,SRI
Sri Lanka,Volume of Remittances in United States Dollars as a Proportion of Total GDP,8,,2019,%,17.3.2,SRI
"Taipei,China",Age Dependency Ratio,40,,2020,% of working-age population,,TAP
"Taipei,China",Annual Change in Money Supply,9.4,,2020,%,,TAP
"Taipei,China",Annual Growth Rate of GDP,3.1,,2020,%,,TAP
"Taipei,China",Annual Growth Rate of Real GDP per Employed Person,2,,2019,%,8.2.1,TAP
"Taipei,China","Annual Real Growth Rates on Value Added, Agriculture",1.3,,2020,%,,TAP
"Taipei,China","Annual Real Growth Rates on Value Added, Industry",6.1,,2020,%,,TAP
"Taipei,China","Annual Real Growth Rates on Value Added, Services",1.2,,2020,%,,TAP
"Taipei,China",Average Annual Mean of Particulate Matter of 2.5 Microns in Diameter or Smaller (PM2.5) Concentration Levels in Urban Areas ,14.1,8,2020,μg/m3,11.6.2,TAP
"Taipei,China",Average Annual Population Growth Rate,0.1,,2015-2020,%,,TAP
"Taipei,China",CO2 Emissions,257,,2018,Million Metric Tons,9.4.1,TAP
"Taipei,China",CO2 Emissions,0.2,,2018,Per Unit of GDP (PPP),9.4.1,TAP
"Taipei,China",Coverage of Protected Areas in Relation to Marine Areas,1.1,,2020,%,14.5.1,TAP
"Taipei,China",Current Account Balance,14.1,,2020,% of GDP,,TAP
"Taipei,China",Debt Service as a Percentage of Exports of Goods and Services,…,,2019,%,17.4.1,TAP
"Taipei,China",Domestic Material Consumption,…,,2017,Million Metric Tons,12.2.2,TAP
"Taipei,China",Domestic Material Consumption,…,,2017,Per Capita,12.2.2,TAP
"Taipei,China",Forest Area as a Proportion of Total Land Area,60.7,7,2019,%,15.1.1,TAP
"Taipei,China","Government Finance, Expenditure",12.5,,2020,% of  GDP,,TAP
"Taipei,China","Government Finance, Fiscal Balance",-1.9,,2020,% of  GDP,,TAP
"Taipei,China","Government Finance, Revenue",10.7,,2020,% of  GDP,,TAP
"Taipei,China",Gross Domestic Investment,23.7,,2020,% of GDP,,TAP
"Taipei,China",Gross International Reserves,529911,,2020,$ million,,TAP
"Taipei,China",Growth Rate of Merchandise Exports,4.3,,2020,%,,TAP
"Taipei,China",Growth Rate of Merchandise Imports,-1.1,,2020,%,,TAP
"Taipei,China",Growth Rates of Household Expenditure or Income per Capita,…,,,%,10.1.1,TAP
"Taipei,China",Growth Rates of Household Expenditure or Income per Capita among the Bottom 40% of the Population,…,,,%,10.1.1,TAP
"Taipei,China",Inflation Rate,-0.2,,2020,%,,TAP
"Taipei,China",Material Footprint,…,,2017,Million Metric Tons,12.2.1,TAP
"Taipei,China",Material Footprint,…,,2017,Per Capita,12.2.1,TAP
"Taipei,China",Maternal Mortality Ratio,16,7,2019,"per 100,000 live births",3.1.1,TAP
"Taipei,China","Mortality Rate Attributed to Cardiovascular Disease, Cancer, Diabetes, or Chronic Respiratory Disease",12.5,4,2016,%,3.4.1,TAP
"Taipei,China",Neonatal Mortality Rate,2.4,,2019,"per 1,000 live births",3.2.2,TAP
"Taipei,China",Nominal Gross Domestic Product,669.3,,2020,$ billion,,TAP
"Taipei,China",Number of ATMs,148.1,,2019,"per 100,000 adults",8.10.1,TAP
"Taipei,China",Number of Commercial Bank Branches,16.5,,2019,"per 100,000 adults",8.10.1,TAP
"Taipei,China","Participation Rate in Organized Learning (1 year before the official primary entry age), Female",…,,2019,%,4.2.2,TAP
"Taipei,China","Participation Rate in Organized Learning (1 year before the official primary entry age), Male",…,,2019,%,4.2.2,TAP
"Taipei,China","Participation Rate in Organized Learning (1 year before the official primary entry age), Total",…,,2019,%,4.2.2,TAP
"Taipei,China","Per Capita Gross National Income (GNI), Atlas Method",27490.5,,2019,$,,TAP
"Taipei,China",Population Density,652,,2020,persons per km2 of surface area,,TAP
"Taipei,China",Prevalence of Malnutrition (Overweight) among Children under 5 Years of Age,…,,2018,%,2.2.1,TAP
"Taipei,China",Prevalence of Malnutrition (Wasting) among Children under 5 Years of Age,…,,2018,%,2.2.1,TAP
"Taipei,China",Prevalence of Stunting among Children under 5 Years of Age,…,,2018,%,2.2.1,TAP
"Taipei,China",Prevalence of Undernourishment,3.5,,2017-2019,%,2.1.1,TAP
"Taipei,China",Proportion of Adults (15 Years and Older) with an Account at a Bank or Other Financial Institution or with a Mobile Money Service Provider,94.2,,2017,%,8.10.2,TAP
"Taipei,China",Proportion of Children under 5 Years of Age Whose Births Have Been Registered with a Civil Authority,…,,2019,%,16.9.1,TAP
"Taipei,China","Proportion of Employed Population below $1.90 PPP a Day, Female",0,,2019,%,1.1.1,TAP
"Taipei,China","Proportion of Employed Population below $1.90 PPP a Day, Male",0,,2019,%,1.1.1,TAP
"Taipei,China","Proportion of Employed Population below $1.90 PPP a Day, Total",0,,2019,%,1.1.1,TAP
"Taipei,China",Proportion of Population below $1.90 Purchasing Power Parity (PPP) a Day,–,4,2016,%,,TAP
"Taipei,China","Proportion of Population Covered by Mobile Network, 2G",…,,2019,%,9.c.1,TAP
"Taipei,China","Proportion of Population Covered by Mobile Network, 3G",…,,2019,%,9.c.1,TAP
"Taipei,China","Proportion of Population Covered by Mobile Network, LTE/WiMAX",…,,2019,%,9.c.1,TAP
"Taipei,China",Proportion of Population Living below the National Poverty Line,1.3,,2019,%,,TAP
"Taipei,China","Proportion of Population Using Safely Managed Drinking Water Services, Rural",…,,2017,%,6.1.1,TAP
"Taipei,China","Proportion of Population Using Safely Managed Drinking Water Services, Total",100,3,2015,%,6.1.1,TAP
"Taipei,China","Proportion of Population Using Safely Managed Drinking Water Services, Urban",…,,2017,%,6.1.1,TAP
"Taipei,China","Proportion of Population Using Safely Managed Sanitation Services, Including a Hand-washing Facility with Soap and Water, Rural",…,,2017,%,6.2.1,TAP
"Taipei,China","Proportion of Population Using Safely Managed Sanitation Services, Including a Hand-washing Facility with Soap and Water, Total",100,3,2015,%,6.2.1,TAP
"Taipei,China","Proportion of Population Using Safely Managed Sanitation Services, Including a Hand-washing Facility with Soap and Water, Urban",…,,2017,%,6.2.1,TAP
"Taipei,China",Proportion of Population with Access to Electricity,…,,2019,%,7.1.1,TAP
"Taipei,China",Proportion of Seats Held by Women in National Parliaments,…,,2020,%,5.5.1,TAP
"Taipei,China","Proportion of Teachers with the Minimum Required Qualifications, Lower Secondary",…,,2019,%,4.c.1,TAP
"Taipei,China","Proportion of Teachers with the Minimum Required Qualifications, Preprimary",…,,2019,%,4.c.1,TAP
"Taipei,China","Proportion of Teachers with the Minimum Required Qualifications, Primary",…,,2019,%,4.c.1,TAP
"Taipei,China","Proportion of Teachers with the Minimum Required Qualifications, Upper Secondary",…,,2019,%,4.c.1,TAP
"Taipei,China",Renewable Energy Share in the Total Final Energy Consumption,2.5,5,2017,%,7.2.1,TAP
"Taipei,China",Surface Area,36.2,,2018,'000  km2,,TAP
"Taipei,China",Total Fertility Rate,1.1,7,2019,births per woman,,TAP
"Taipei,China","Total Official Flows for Infrastructure, Official Development Assistance (ODA)",…,,2019,"disbursements, constant 2018, $ million",9.a.1,TAP
"Taipei,China","Total Official Flows for Infrastructure, Other Official Flows (OOF)",…,,2019,"disbursements, constant 2018, $ million",9.a.1,TAP
"Taipei,China","Total Outstanding, External Debt",189873,,2020,$ million,,TAP
"Taipei,China","Total Outstanding, External Debt",…,,2019,% of GNI,,TAP
"Taipei,China",Total Population,23.6,,2000,million,,TAP
"Taipei,China",Trade Balance,11.2,,2020,% of GDP,,TAP
"Taipei,China",Tuberculosis Incidence,37.3,,2019,"per 100,000 population",3.3.2,TAP
"Taipei,China",Under-5 Mortality Rate,4.8,4,2016,"per 1,000 live births",3.2.1,TAP
"Taipei,China","Unemployment Rate, by Sex, Female",3.6,,2019,%,8.5.2,TAP
"Taipei,China","Unemployment Rate, by Sex, Male",3.9,,2019,%,8.5.2,TAP
"Taipei,China","Unemployment Rate, by Sex, Total",4.5,,2020,%,8.5.2,TAP
"Taipei,China",Volume of Remittances in United States Dollars as a Proportion of Total GDP,…,,2019,%,17.3.2,TAP
Tajikistan,Age Dependency Ratio,67.9,,2020,% of working-age population,,TAJ
Tajikistan,Annual Change in Money Supply,18.4,,2020,%,,TAJ
Tajikistan,Annual Growth Rate of GDP,4.5,,2020,%,,TAJ
Tajikistan,Annual Growth Rate of Real GDP per Employed Person,6.7,,2019,%,8.2.1,TAJ
Tajikistan,"Annual Real Growth Rates on Value Added, Agriculture",8.8,,2020,%,,TAJ
Tajikistan,"Annual Real Growth Rates on Value Added, Industry",9.7,,2020,%,,TAJ
Tajikistan,"Annual Real Growth Rates on Value Added, Services",-2.6,,2020,%,,TAJ
Tajikistan,Average Annual Mean of Particulate Matter of 2.5 Microns in Diameter or Smaller (PM2.5) Concentration Levels in Urban Areas ,42.8,,2016,μg/m3,11.6.2,TAJ
Tajikistan,Average Annual Population Growth Rate,2.2,,2015-2020,%,,TAJ
Tajikistan,CO2 Emissions,6.8,,2018,Million Metric Tons,9.4.1,TAJ
Tajikistan,CO2 Emissions,0.2,,2018,Per Unit of GDP (PPP),9.4.1,TAJ
Tajikistan,Coverage of Protected Areas in Relation to Marine Areas,–,,2020,%,14.5.1,TAJ
Tajikistan,Current Account Balance,4.3,,2020,% of GDP,,TAJ
Tajikistan,Debt Service as a Percentage of Exports of Goods and Services,8,,2019,%,17.4.1,TAJ
Tajikistan,Domestic Material Consumption,31.2,,2017,Million Metric Tons,12.2.2,TAJ
